,Date,user_id,comments
2082,"June  9, 2015  2:15PM",m6user,"You simply are not going to get a great car, by YOUR definition , for the $20k that a base Camry goes for.  To most of those that buy one I would venture to say they consider it a great car by THEIR definition.  You can feel sorry for them for not recognizing excellence but I doubt they care. Self awareness is a wonderful thing."
2083,"June  9, 2015  2:18PM",dino001,"But again, how do you define great? Some people could not care less how it drives. Some people see great as super-reliable, low prices and low cost to operate. That is ""great"" for THEM. Who are you, sir to define what ""great"" means to THEM?  BTW, I also think ""great"" should also include how it drives, but others seemingly disagree. I simply don't assume to have authority to know what great means for everybody. I just know what it means to me."
2084,"June  9, 2015  2:45PM",Mr_Shiftright,"Exactly. I could tell you all the reasons why my Mini Cooper S is a ""great"" car---compact, fast, great on gas, good-looking, room for a 6-footer, plenty of room for basic luggage & carrying stuff, solidly built, really fun to drive, easy to park, the perfect City car.....and yet, put another person in that same car and you might hear: ""too small...I don't need all that power....I don't like the speedometer in the middle of the dashboard.....rides too hard....expensive to repair...mediocre reliability record....too pricey for such a small car....""  And we would both be absolutely correct."
2085,"June  9, 2015  3:01PM",roadburner," Agreed, the same thing is true with home theater equipment, some people are happy as a pig in mud with a 42"" LED and an Insignia HTIB. Others aren't happy unless they have the latest projector, four subs, and $15k worth of amps and processors. Everyone has their own comfort level as I see it. When I install a HTS for someone the first thing I ask is how much money they want to spend- then I try to find the absolute best components to meet that price point."
2086,"June  9, 2015  4:23PM",flightnurse," I find this whole discussion funny, I made a comment a week or so ago that, the people who buy Camry's and Accords do so because they like them and they think they are great cars.. So that is who defines them as being great. I like Mark, but the Camry is beneath he and his wife, he has every right not to call the Camry or Accord not great cars.  Some people look at cars are appliances, and those are the people who look at a 20K Camry and call them great, they don't care about handling or acceleration, they are looking for a comfortable car that starts every time they get into and doesn't cost a lot of money to maintain."
2087,"June  9, 2015  4:48PM",flightnurse,"  15K that is a starter kit for most Audiophiles.  When I was hunting for HTS for our current house, I was amazed on what people wanted to sell me, one place told me for the money, Mirage speakers was great, but didn't like how they sounded. I had a very high end business talk to me about Transmission Audio, I'd never heard them before, but once I figured the the guy was playing with me, I had a good laugh, Price for the speakers, well, if you have to ask you can't afford them, but was told a million for each speaker.. So are they great speakers? To someone, yes, not to me they are not."
2088,"June  9, 2015  6:10PM",roadburner,"I was patient and bought most of my HTS components when they were discounted ahead of newer models being released. My basement gaming system was really put together on the cheap, picking up an Energy 5.1 system for less than 50% of MSRP and using the speaker cables and HTR from my previous 6.1 system that I replaced when I upgraded my main system to 7.1. This is just my opinion, but I think once you spend much over $5,000-$7000(street price) on components-exclusive of installation-the Law of Diminishing Returns kicks in with a vengeance."
2089,"June  9, 2015  7:55PM",cdnpinhead," Certainly true, and so long as you're the only one who knows, it's irrelevant. However, the ""mine's bigger than yours"" factor also kicks in with a veneance. Witness many of the posts here and elsewhere.  Not that that's a bad thing; keeps the economy moving and all that."
2090,"June  9, 2015  8:15PM",robr2,Jaguar XE vs 335i - Discuss:  http://www.motortrend.com/roadtests/sedans/1508_bmw_335i_m_sport_vs_jaguar_xe_s_comparison/specs.html
2091,"June  9, 2015  8:23PM",roadburner,"  Yes; Peter Aczel calls them the ""Golden-Eared Tweako Cultists""- the folks who think that they can hear a difference between power cables and interconnects that cost upwards of $1K per foot..."
2092,"June  9, 2015  8:45PM",Mr_Shiftright,"Reminds me of that YouTube video where they gathered hard-core coffee aficionados to do a blind tasting. I thought that when they told the one guy he had picked McDonald's, he was going to commit ritual suicide right then and there."
2093,"June  9, 2015  9:01PM",roadburner, Funny you should mention that; there have been numerous double-blind tests conducted between different components and interconnects/cables- it seems that no one can hear a difference unless they know what they are listening to.
2094,"June  9, 2015  9:55PM",graphicguy,"Rockin' DefTech speakers, EMOTIVA pre/pro and dual Epik ( no longer in business) 18"" subs. Rolled my own speaker cabling and swear by Monoprice interconnects. Can't say as i've heard anything to beat it so far. Half tempted to go the Dolby Atmos , but if it ain't broke, why fix it?"
2095,"June 10, 2015 12:17AM",andres3,"Do you all follow the conventional rule of thumb or wisdom that says make your HT budget, then use 50% on speakers, 25% on power/processing, 15% on media/disk player(s), 10% on Cabling/wiring.  That's what I've seen and read in multiple places, and I think it's good advice. The equation isn't so simple when a friend already has pretty good bookshelves, and a lame duck Sony receiver. He's like how can Sony be lame? I just say receivers are not Sony's bread and butter unless you have an ES model.  I had him add a good old Energy 8"" sub woofer I sold him for $100 plus $15 for the cable, plus 1/2 of shipping. Then I had him add new 12 ga. Blue Jeans speaker cables most recently, with banana plug ends to replace his 100 ga. wire strands (I use the plural loosely; it was horrible how little wire he was using, but I'm joking about the 100 gauge. Most likely it was 20 ga or so but he had about 20% of the strands connected in the end at best. Night and Day improvements. I think about $200 best spent! In this case, 10 to 15% on wiring was wrong given his existing already installed situation."
2096,"June 10, 2015 12:33AM",roadburner,I use BJC for all my installations. Excellent stuff.
2097,"June 10, 2015 12:38AM",flightnurse,"I just used my older amp's and pre-amps, and added to it. Counterpoint Amp and Pre-Amp and a tweaked ADCOM amp, I had the CounterPoint equipment re-tubed."
2098,"June 10, 2015 12:55AM",Mr_Shiftright,"I suppose there are people who have the skills of discernment in sound equipment equivalent to the skills of discernment practiced by sommeliers, and I suppose the same is true of cars---a highly experienced race driver probably hears and feels things we'd never even guess were there."
2099,"June 10, 2015  1:49AM",markcincinnati,"Today, to save some miles and money, I rented a car from Enterprise to drive from Cincinnati to Nashville.  I asked for a full-size car and was presented with a new gas powered Jetta -- I assume it would be considered the base car. I have only a rough idea of how much this car costs. I have been given Nissan cars, Toyota cars, Jeeps and on and on as rentals. This was my first Jetta rental.  Drove the thing at a steady 80MPH stopping south of Bowling Green for a bio break.  Car's computer says 39.6MPG.  Compared to most of the cars that pass as full size rental fleet offerings, this seems to be the great car I started on about when I was being critical of Toyotas. Now, it has no nav, no power seats, no heated seats and the sound system is strictly AM and FM -- and if it has blu-tooth, well, I can't figure out how to make it work. But the car is competent, no, no, VERY competent at the thing that a car must be competent at -- the driving experience. It is, at its price point, great.  I would assume a stroll through the option list could make this car much more expensive and, yes, it would be ""nicer"" -- but how could it be anything else, starting with a great base car like this.  This is the salmon I wish dear ol' mom would have introduced me to.  My personal vehicles or my personal willingness to dump $X into a car have nothing to do with great vs good -- this Jetta should be purchased by other car companies, disassembled and examined and within reason imitated.  If this car can be produced and marketed for what I assume would be considered a ""cheap"" MSRP by ELLPS mfgrs and customers, there ought to be no reason others -- including Toyota -- couldn't do it, too.  You don't need to equate great with big bucks.  DOH!  Homer."
2100,"May 30, 2015 11:49PM",sweendogy,@robr2 and @graphic_guy - I've driven past the mb dealership and it's amazing - herb decided to shoehorn his mb in Somerville underneath a highway with limited parking and now packaged with a smart car dealership- no ideal for said customers but good for herb because they put a heli pad on the roof so very convenient for big Bruins or celtics games.   My used experience with herb was terrible because they tell you what you should pay- had issues with 2 cars Honda and Audi and bot elesewhere. 
2101,"May 31, 2015  2:46AM",graphicguy, I've heard of Herb....mostly out East. But. I'd never heard of Moreno until he moved into the Cincinnati area. He's done well in the short time he's been down this way.  My guess is he's put a significant dent in the Cincinnati new Mercedes market by takig away business from the established player in Montgomery and West Chester.
2102,"May 31, 2015  3:27PM",robr2," Moreno was an intern at Automobile magazine and then worked for Saturn. Chambers hired in as the manager of his Saturn store and Moreno moved up to VP supervising 9 Chambers' locations. In 2005, MB offered to finance his purchase of a struggling dealership in Cleveland. Since then he has opened up 30 stores - MB, Porsche, Acura, Lotus, Aston, Infiniti.  MB only opens a store if they see potential for increased business. They wouldn't saddle a business with a $20 million building if it was a zero sum game. I'm guessing there was a demand for that open point as south of Cincinnati since the next closest store is in Lexington. His store here in my town was considered an open point. It's equidistant from two other MB stores (about 20 miles). It serves the suburbs NW of Boston and also tens of thousands of potential customers who work in the executive parks in town."
2103,"June  1, 2015  2:32PM",dino001,"We talked here about Acura losing its way, not more precisely never really making it in this category. The latest TLX commercial is a perfect example - lack of its own identity seems not enough for them, they had to invoke that idiotic German (catchy, but meaningless) tune. The visual was actually not bad, but the tune simply idiotic. They should fire those who authorized it. There are many ways I could see TLX advertised, mostly as ""all-included"" luxury with a sporty slant. The last message they want to convey is ""me to"" (as there is enough of existing perception of that), but this stupid German tune does exactly that."
2104,"June  1, 2015  2:51PM",stickguy,At least it is a really nice car. I was quite smitten with the one I played around in last week while at the dealer.
2105,"June  1, 2015  3:04PM",dino001,"I attended BMW's annual drive event (they do those every late spring in my area) at my dealership. I like those, as you get a car without a salesman. I drove 428i Gran Coupe and souped up 335ix with sport transmission and bunch of other options, all M-Sport related. 335 was fast, but I already knew that before, so it didn't overwhelm me with awesome power. The new LCI steering update is just in time, as even souped up 335 still had that soft feel.  The positive surprise was 428 GC. It was Luxury Line. I think they continue working on this engine and it probably improved since the introduction. I pushed it harder this time and it produced a decent low-pitch grunt that I didn't hear before. I also proved fairly quick. I was skeptical for long time, but I'm warming up a little to a possibility of giving up on the six-cylinder for the economy (both price and fuel). The steering in 428 was also a bit better than 335 (there are wider wheeltrack and same wheelbase, also reportedly slight suspension differences between 3- and 4-series). LCI could not have come fast enough, let's hope some of that steering feedback is restored. I anticipate even 4-series will benefit, too, hopefully they'll bring it sooner than full year from now.  I suspect that once the LCI dust settles it will be for me between 328 wagon and 428 or 435 Grand Coupe. There is also Gran Turismo, but it's too cow-ish so far. I have time to decide. Seems it works for my benefit - the deals will get better, as the model ages. The reliability should also go up."
2106,"June  1, 2015  3:08PM",robr2," Well I think the idea is to create an atmosphere that the TLX is just as good as your German sedan hence the tagline ""How do you say your lease is up in German?"""
2107,"June  1, 2015  3:28PM",billyperks4,Flight- What's your next Bimmer- a 340?
2108,"June  1, 2015  9:04PM",circlew,"The Q50 lost to the TLX in a few reviews, not by much, however. After a few months, I really like the lower NVH from the last gen G. (They have dealer-installed kit to enhance the exhaust note that a review thought was very effective.)  Also liked the Q style over the TLX. The sport seats are great but I believe BMW is a notch up, IMHO. I could live in the Q for many miles at a time!"
2109,"June  3, 2015  3:13AM",markcincinnati,"It's after 11PM, I'm feeling a bit peckish -- and for some reason I feel the need to post the following:  I, for reasons that would take more explanation that worthwhile, hate Toyotas -- and, after today, I have to say, I really hate the Avalon even more than the Camry, if that is possible.  I'll, for me, net this out -- good is the enemy of great. Toyota's, especially the two noted above, are the epitome of good cars -- and that is what makes them so, er, hate-worthy.  I know these are really very popular cars -- the things are everywhere.  Isn't there any way to make great cars at every price point?  Really, really -- good is the enemy of great and, therefore, perhaps, good is evil as it makes us dumb down our expectations. While these cars may be incredibly reliable, they suck the joy out of driving and will be, in the end, the reason self-driving cars will be here in an alarmingly short time from now.  Not sure, but I can make the case for hating Lexus products (for the most part) too.  I need a sandwich."
2110,"June  3, 2015 11:18AM",dino001,"I would not buy Toyota vehicle, although I noticed they improved their styling and interiors considerably. In its own right, Toyotas are actually great cars, they just emphasize things that are not important to you and ignore those that are. If you ever watched Top Gear episode on Hilux (Euro version of Tacoma), you'd absolutely say that Toyota makes great cars - for those who have particular expectations, vastly different from yours. To hate Toyota the way you describe it, is to hold all those people in contempt and declare your life priorities as the only ones worth considering, which I think is too far. Some people simply care about price, fuel economy and durability, cheap maintenance. Toyota absolutely excels in those. Those people buy their vehicles to keep them for 10 years, they'd rather spend the money somewhere else. Those are valid life choices, regardless how hard you find that to fathom. You may still hate them, but to say they don't make great cars is only an opinion, not fact."
2111,"June  3, 2015  1:45PM",m6user,"dino001, excellent points.  Lot of folks out there don't consider driving to be joyful but a chore in need of a tool.  A cheap but dependable tool.  "
2112,"June  3, 2015  3:19PM",kyfdx,"Counterpoint..  Camrys and Avalons are great... at doing what they were designed for. I'd posit that they are better at their intended function, than most of the cars in this discussion.  As an ELLPS, probably not that great. But, that's not what they are.  95% of the buying public has no interest or need for an ELLPS. They need reliable, comfortable, efficient transportation. The Camry and Avalon are great at that.  Don't see how that has an effect on how great your ELLPS might be. Maybe it's the 95% of people that you have a problem with, not the car companies that give them exactly what they want and need."
2113,"June  3, 2015  3:48PM",billyperks4,Agree KYFDX- had a 1994 Camry that my wife (at the time girlfriend) acquired as a gift-it lasted us for quiet some years with zero issues.
2114,"June  3, 2015  3:57PM",dino001,"Nobody ""needs"" ELLPS. By definition, it's a product category around satisfaction of a desire, not a necessity."
2115,"June  3, 2015  4:03PM",dino001,"BTW, that Hilux episode of Top Gear was amazing. They beat the snit of it, subjecting it to all kinds of abuses. starting ""gently"" by numerous fender benders, escalating to more and more serious peril. They submerged it in the Ocean by leaving the truck on a beach with highest tides in the world and the thing started afterwards. They tried to kill it multiple times and it would not die."
2116,"June  3, 2015 11:45PM",jeffm5,"I currently drive a 2013 Volvo S60 T5, but have owned a Camry and 2 Avalons, the last one a 2005. The Toyotas did what I expected of them - Provide good, reliable transportation. The 2005 Avalon was a great highway cruiser. Very solid and comfortable. Fun to drive - Not so much. I get that from the Volvo. I guess it all depends on what you're looking for when you make the purchase. At the time I bought the Toyotas, fun to drive was not high on my list of priorities, as I was building a career and raising a family. I now have the option of indulging my fun to drive craving. I still have a lot of appreciation for what Toyota offers to car buyers."
2117,"June  4, 2015  5:42AM",flightnurse," Rick is getting a 2016 328i GT, the pricing guide and ordering guide was JUST released.. We are looking for a Aug ED.  Now for me, currently the 430i GC (Yeah, I know that hasn't been released yet) is my next BMW, and that wont happen until 2017 (as a MY 2018) in Oct 2017, as my family surname is having a world wide reunion in Vicenca (north eastern Italy) so we will do one at that time. BUT.... The more I read up on the 535d and after having one for a full weekend, I'm slowly leaning that route. Hard to beat 30+ on the highway and high 20's around town in the F10. The F10 is to be redone for MY2017, so not too sure what BMW will offer as an oil burner at that time.. I could only hope for the Tri- turbo inline 6 will make it stateside, 381hp and 546lbs of torque..."
2118,"June  4, 2015  5:56AM",flightnurse,"Auto review..  Had to go back to New Jersey for a friends funeral, it was last minute, thank gawd for FF miles!! I would have had to shell out $1400 for a RT coach ticket, but for 50K miles point and a whopping $10.80 tax, was able to snag RT FC tickets.. So I have some free days at National, so when I arrived at Newark Airport at 11:15pm (thank you mother nature for our 2 hours delay) the pickings where mighty slime, The first car I went for was a new Camaro, but when I walked up to the car, someone was sitting it, damn... Then I saw the Arrest me red 2015 Dodge Challenger, first time driving the LH cars with the new 8 spd transmission and updated interior. WOW.. What a fun car, even though it rained the entire time I was in Jersey the car was still fun. Nice thick leather steering wheel, If I was blind folded and felt the wheel, I would have sworn it was the M Sport Wheel from BMW, that is how nice it was. The transmission had a sport mode, which only seemed to change the shift pattern of the transmission to be more aggressive, the seats were very nice, comfortable and supportive. Fit and Finish was first rate, the dash, door panels felt nice..  Even though the LH cars are big, they drive great, I was very surprised on how well they drive... Glad to be home, 3 days of rain was getting to me.."
2119,"June  4, 2015 12:38PM",graphicguy,"I dunno....the last few Camrys I've been in, I've been underwhelmed with the fit an finish. Granted, these were rentals. But still, Camrys used to be known for their fit, finish, build robustness, as well as their efficiency. The last couple I've been in....squeaks, rattles, cheap feeling controls, etc. Very ""un""-Toyota like.  FN....just think of the fun you would have had if the Challenger you rented had a ""Hemi""."
2120,"June  4, 2015  1:45PM",flightnurse," OR the speeding tickets....  On the subject of Camry's, I have only rented two in the 5 yrs I was a road warrior, one was a fully loaded XLE V6, it had every bell and whistle that could be had in 2011, it was a nice car, drive well, but not that re-memorable. Ever since the runaway issue a couple of years ago, Camry sales have been down and I don't think Toyota has recovered from that."
2121,"June  4, 2015  3:41PM",andres3,"I don't know, the 90+ year old neighbor I have that gets a new car every 3 or 4 years has replaced his old Buick's with a Hyundai Azera, Sonata Hybrid, and now a Camry Hybrid, in that order."
2122,"June  5, 2015 11:30AM",graphicguy," Come to think of it, I can't remember when I was last in a Toyota showroom.....and I shop cars a lot."
2123,"June  5, 2015  5:24PM",billyperks4,  We tend to upgrade-Mazda- Acura- BMW- what's my next upgrade? only time will tell.
2124,"June  5, 2015 11:18PM",andys120,"I have nothing against Camrys but when a friend of mine said they were ""great cars"", I felt compelled to correct him saying, ""good cars yes, but hardly great ones"". I told him there was a reason why the USA was the only major market (including Japan IIRC) where the Camry was at or near the top in sales.  Now Toyota is running ads proclaiming the ""Bold, New Camry"". Since doesn't look particularly new and has no outstanding performance characteristics I think they're making a mistake. These claims have little credibility and even worse, they are aimed at the wrong market since I think Camry shoppers would prefer safe, sturdy and reliable to bold or new."
2125,"June  5, 2015 11:32PM",andres3,"I think the Camry is also quiet and comfy, or at least should be. Camry buyers wouldn't mind a Lexus like interior either."
2126,"June  6, 2015  2:12PM",benjaminh,"Midsize entry-level lux sales in May:  3/4series 12,868 +17.9%  Cclass 7,413 +40.3%  ES 5,553 -11.6%  TLX 4,352  IS 4,345 +2.5%  LaCrosse 3,954 -15.5%  Q50 3,423 +16.5%  MKZ 3,296 -11.3%  A4 2,785 -10.8%  ATS 2,353 -5.8%  Q40 1,164 -31.3%"
2127,"June  6, 2015  4:03PM",flightnurse," I would be bet there are more people who look at cars as an appliance then there are auto enthusiasts and for those who want an appliance, the Camry is a great car.. But Buick as well as Chevy are building some damn nice Appliances too, One of my last cars I rented when I was on the road was a Chrysler 200c, granted the auto mag's gave it luke warm review, it is a step in the right direction."
2128,"June  6, 2015  4:24PM",stickguy,Poor Cadillac.
2129,"June  6, 2015  5:00PM",Mr_Shiftright,ATS still getting hammered for some reason. Q40 needs an update.
2130,"May 28, 2015  4:58PM",billyperks4,Looks like a previous generation A4- yaaawn.
2131,"May 28, 2015  5:12PM",qbrozen," I thought I read they intended to coexist with Fiat dealers. And I'm going to take a guess about your next point, which I think is a good one: If you want to be priced at and considered the same as BMW/Mercedes/Lexus, you'd better have your own dealerships."
2132,"May 28, 2015  6:16PM",dino001,"Looking at Alfa websites, they already have dealers there. Those in my area are same as Fiat, which are part of multibrand franchises. So all it will do is add another nameplate and probably a separate showroom (perhaps not immediately)."
2133,"May 28, 2015  7:26PM",thebean,The Fiat dealer close to me (McKinney TX) already has an Alfa sign on the building below the Fiat sign.  Should be above it but maybe they are waiting until some actual Alfa's show up.
2134,"May 28, 2015  8:58PM",robr2,"There is only one Alfa dealer in MA and it's owned by Herb Chambers that has about 60 total locations. The address of the Alfa dealership is across the street from the Fiat store. He has a Maserati store about 30 miles away in a hoity toity suburb.  It will be interesting to see what happens south of Boston. One the ""automile"", Central has the Dodge, Jeep, Ram, Chrysler, Fiat stores. Boch has the Ferrari and Maserati stores a mile away."
2135,"May 29, 2015  1:53AM",sweendogy,Wayland is a ht town? Go east young man.   If alfa makes a move and can sell cars both herb and Ernie will expand
2136,"May 29, 2015 11:48AM",robr2,"You don't think Wayland is hoity toity? Yes, it's the poorest of the three W's - Weston, Wellesley, Wayland but it's still top 10 in state income.  Ernie got Maserati because he had Ferrari. Central got Fiat because it has the other Chrysler brands. If Alfa will reward Fiat dealers with Alfa, then Central should get the store. As for Kelly, he has the north shore Fiat and Herb has the north shore Chrysler/Dodge/Ram. Herb got Fiat in metro west/Worcester because he has the Chrysler/Dodge/Ram there and thus he got Alfa.  IMHO, many automakers are leery of Chambers as they feel he has too much power in such a small area. MB brought in a dealer group from Cleveland for the new MB location in my town - about 1/2 mile from the Chambers Audi/Porsche location. Chambers through his attorney has accused the planning board of impropriety in their approval of the MB store and has stated that the planning board is being too hard on Chambers' parking lot expansion at the Audi/Porsche store. The planning board is simply trying to ensure safety at that location. IIRC, that location did not finish the original project as approved. A building that was to be renovated was ""accidentally"" demolished. No U Turn signs have mysteriously disappeared a few times. Asbestos at the expansion was disposed of improperly and the contractor has been fined."
2137,"May 29, 2015  4:53PM",flightnurse,"The ordering guide and prices for the LCI (life Cycle Impluse aka a refresh) has been publish SOP (start of Production) is 06-2015.. Some interesting things.. On all 3 series Sport Suspension is now standard, LED lights are now standard. But have a look for yourself. http://www.bimmerfest.com/forums/showthread.php?t=846460"
2138,"May 29, 2015  5:33PM",dino001,"Sport suspension IS NOT standard, read again. 328/335 has standard current Sport Line aesthetic elements and seats. You can get previous standard seats on 328/340 by getting premium package and luxury line (which is no cost) To get M-sport suspension (2VF adaptive or 704 regular), you need M-sport package or track package. However, they did say they have ""newly tuned"" the suspension and steering. If that delivers, it may be OK in standard form.  They still had to monkey with option configurations - up to now, whole ""Line"" thing was a mess. Can get this, but not that, etc. It's simplified and more available, BUT now you will be able get black with red stitching (which I love) only with regular suspension. ""Sporty red stitching"", which was the hallmark of the Sport Line is mutually exclusive with sport suspension elements, because it's not available with those M-sport packages. This is nuts.  They increased the price for 340, but the equipment offsets are more than sufficient, so overall value is better than current year. Actually, it's much better. However, there are also couple of slight of hands on 328 to make you believe you get more, but you don't. Premium package no longer has leather, but its price for 328 stays close to this year, because they swapped it for LED lights. 340 has all premium pack equipment standard, so that is not an issue. Leather is no a stand alone handsome $1450 option. I predict it will result in much more fake stuff showing in the dealers' inventories than this year. Now you could get leather as stand alone or as premium package, which was a frequent option. Once it's remove, it will probably be going to be first thing to go, for price conscious customers and ordering managers. BMW went essentially Mercedes way. I hate that.  So if you want 335, you better wait for 340, because it's going to be a better deal overall (unless you get some awesome discount to offset that difference). However, for 328 I see not much value added, just more shuffling to make you believe you're getting more. Good example is that leather vs. LED in premium package. The former has stable pricing in terms of supply, but they will be paying less and less for the LEDs (rapid development of new products pushes supply prices down in that segment), but keeping the profit for themselves.  The whole red stitching thing vs. sport suspension is just my personal disappointment, but not end of the world."
2139,"May 29, 2015  5:57PM",carnaught,"BMW has to upgrade their interiors, especially the dash, IMHO, as Mercedes interiors are now light-years ahead."
2140,"May 29, 2015  6:10PM",dino001,"Agreed. Not only Mercedes - Audi, Acura, Lexus. Pretty much everybody is ahead. However, to be fair, upgrade different inlays make big differences on the interiors. However, the instrument cluster is still a 1980s."
2141,"May 29, 2015  9:07PM",markcincinnati,"dino001 - I would disagree with ONE of your ""is ahead"" selections, and that would be the Acura. The Acura interior, while probably able to be applauded for its tech still seems to show its Honda-ness too much. In fact, the Acura and Infiniti interiors, today, just seem a lot cheaper looking than those from Audi and Mercedes. The slow-but-steady improvements in BMW's interiors since 2010 or 2011 certainly bears noting; but today the two Germans I noted certainly seem to offer best in class interiors.  When my wife and I test drove a Macan recently (to get a sense of just how much Audi SQ5 it retained), we both felt the Porsche interior was somewhat more upscale than the Audi's. I don't know if all Porsche interiors come off feeling that ""high end"" or not -- and it may not even matter since the cars are not typically cross shopped. Friend of our just got a 2016 A6 Prestige -- I'd say its interior does have some WOW factor.  I must say, though, I am not a fan of anybody's implementation of the ""pop-up"" screen. Looks after market to me."
2142,"May 29, 2015  9:15PM",andres3,"I think the 2011 or 2012 and older Mercedes C-Class had a more Honda-like interior than Acura. Granted, it improved in either 2012 or 2013, but before that, yuck!"
2143,"May 29, 2015  9:54PM",sweendogy,"@robr2 very interesting take on the dealership 3/4 headed monster. The Audi dealership in Burlington is amazing place - they offer ice cream all year long and charge only 350(?) for an oil change. Herb has done a great job spamming my morning commute with radio and billboard ads. He has ""smart pricing"" on his used cars which is only smart for him and not the said customers. Will say this his service departments are good but you pay for it. "
2144,"May 29, 2015 11:10PM",roadburner,The Louisville Fiat dealer has an Alfa sign up as well.
2145,"May 30, 2015 12:54AM",flightnurse," Dino you are wrong....  The Sport line is now standard with the old sport line suspension as well as seats, in fact for $700 you can get the old DHP (Dynamic Handling Package) but the Variable Steering can be had on the standard Sport package, but can be had with the Track Package.  IF people do not want the Sport seats, then they just order the Luxury line which is a no cost options that comes with the old standard seats. dino001 said:  They still had to monkey with option configurations - up to now, whole ""Line"" thing was a mess. Can get this, but not that, etc. It's simplified and more available, BUT now you will be able get black with red stitching (which I love) only with regular suspension. ""Sporty red stitching"", which was the hallmark of the Sport Line is mutually exclusive with sport suspension elements, because it's not available with those M-sport packages. This is nuts.  They increased the price for 340, but the equipment offsets are more than sufficient, so overall value is better than current year. Actually, it's much better. However, there are also couple of slight of hands on 328 to make you believe you get more, but you don't. Premium package no longer has leather, but its price for 328 stays close to this year, because they swapped it for LED lights. 340 has all premium pack equipment standard, so that is not an issue. Leather is no a stand alone handsome $1450 option. I predict it will result in much more fake stuff showing in the dealers' inventories than this year. Now you could get leather as stand alone or as premium package, which was a frequent option. Once it's remove, it will probably be going to be first thing to go, for price conscious customers and ordering managers. BMW went essentially Mercedes way. I hate that.  So if you want 335, you better wait for 340, because it's going to be a better deal overall (unless you get some awesome discount to offset that difference). However, for 328 I see not much value added, just more shuffling to make you believe you're getting more. Good example is that leather vs. LED in premium package. The former has stable pricing in terms of supply, but they will be paying less and less for the LEDs (rapid development of new products pushes supply prices down in that segment), but keeping the profit for themselves.  The whole red stitching thing vs. sport suspension is just my personal disappointment, but not end of the world. The 340i is the real winner, I agree, you get a car wtih more standard features for less money then the 2015 335i."
2146,"May 30, 2015 12:55AM",flightnurse,Here is the ordering guide to show you Dino (and I highlighted) that the sport suspension is standard.
2147,"May 30, 2015  1:32AM",dino001,"There are three types of suspensions: standard, M-sport (704) available on ""i"" models with both ZMP and and ZTR and adaptive M-sport (2VF) available on ""i"" and ""x"" models with same packages. S-line is standard, indeed, but it was changed to not include 704, just like it didn't on ""x"" models. I stand by my statement. The standard suspension will be retuned to be more sporty, but that's not sport suspension."
2148,"May 30, 2015  1:48AM",stickguy,"man, BMW has gone off the rails with this stuff. between having about 20 different models, and these endless (and convoluted) option configurations, it could take a math PhD with a cray all day to figure out what to order!"
2149,"May 30, 2015  4:06AM",roadburner,No word yet on whether the LCI F3x 3ers will need a new battery at every Oil Service...
2150,"May 30, 2015  1:42PM",markcincinnati,"Just curious, what with the discussion about BMW's ""endless"" combination of options, etc: How many folks [here] buy/lease cars ""in-stock"" vs ordering and waiting? In my experience, the only person -- besides me -- I know who ""always"" orders her German cars is my wife.  In fact, our Audi dealer says that AoA's creation for the US market of Premium, Premium Plus and Prestige was created to ""simplify"" car buying (for who, the dealers? the customers?), by bundling options into groups that mirror what customers want.  This argument always confuses me since these option groupings seem to pop up somehow -- who is it that participated in a focus group that allowed the marketing folks to put ""this"" on Premium versions and ""that"" on Prestige, and so forth?  In any case, this BMW approach of offering endless combinations and permutations would seem to be car ordering people's dream come true -- but then I recall I really don't know anyone who regularly and frequently orders their new Audi, BMW or Mercedes. Moreover, the dealers' inventories continue to swell, which also would seem to discourage ordereing.  The question is posed: do more than 50% of ""us"" who participate in posting here actually order their new ELLPS cars, or do we get ""close enough for jazz"" and buy off the lot?"
2151,"May 30, 2015  2:44PM",roadburner,"I sometimes ordered my new BMWs(and once needed my salesperson to go to the mat with Munich when BMW wanted an ""optional"" sunroof to become mandatory), but the crux oof my complaint is that BMW still bundles some options. It's fine to offer packages that combine popular options at a perceived ""savings,"" but I wish that BMW would take a page out of Mini's playbook and make every option available individually. I suppose it's a moot point for me; after 32 years of continuous ownership(not to mention years of service in BMW CCA at both the chapter and national level) I've almost totally lost interest in the marque- I recently sold one of my BMWs and will likely cull at least one more from the fleet."
2152,"May 30, 2015  3:11PM",graphicguy,"Funny thing...I've heard people complain when they don't have enouhg options to craft a new car with the exact options they want, and others who complain about having too many options. Can't win if you're the manufcturer, it seems.  I don't know how BMW justifies all the options, as the cost for having such a laundry list of different possible configurations costs in parts inventory, admistrative overhead, and manufacturing complexity.  But, you pay for all of that flexibiity."
